PUNT_GLOBAL,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,COLE_AREA_UBICACION,COLE_BILINGUE,FAMI_EDUCACIONMADRE
255.0,Estrato 1,No,No,URBANO,N,Primaria completa
326.0,Estrato 5,Si,Si,RURAL,N,Postgrado
184.0,Estrato 1,Si,No,URBANO,N,No sabe
272.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
231.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
266.0,Estrato 2,No,No,RURAL,N,Secundaria (Bachillerato) completa
201.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
262.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
285.0,Estrato 1,No,No,URBANO,N,Primaria completa
224.0,Estrato 1,No,No,URBANO,N,Primaria completa
183.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
308.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
265.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
233.0,Estrato 2,No,No,RURAL,N,Primaria completa
249.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
262.0,Estrato 3,No,No,RURAL,N,Secundaria (Bachillerato) completa
303.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
261.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
204.0,Estrato 3,No,Si,RURAL,N,Secundaria (Bachillerato) incompleta
303.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
310.0,Estrato 2,No,No,RURAL,N,Postgrado
247.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
313.0,Estrato 2,No,Si,RURAL,N,Técnica o tecnológica completa
274.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
243.0,Estrato 3,No,Si,RURAL,N,Secundaria (Bachillerato) completa
312.0,Estrato 1,No,No,RURAL,N,Secundaria (Bachillerato) completa
214.0,Estrato 1,Si,No,URBANO,N,Ninguno
264.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
291.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
283.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
312.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
245.0,Estrato 2,No,Si,URBANO,N,Técnica o tecnológica incompleta
254.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
319.0,Estrato 3,Si,No,URBANO,N,Educación profesional completa
238.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
216.0,Estrato 1,Si,Si,RURAL,N,Primaria incompleta
233.0,Estrato 4,Si,Si,URBANO,N,Técnica o tecnológica completa
342.0,Estrato 3,Si,No,URBANO,N,Primaria incompleta
221.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
254.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
266.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
215.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
234.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
236.0,Estrato 2,Si,Si,RURAL,N,Primaria incompleta
251.0,Estrato 2,Si,No,URBANO,N,Primaria incompleta
247.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
220.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
318.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
327.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
273.0,Estrato 2,No,No,RURAL,N,Secundaria (Bachillerato) incompleta
250.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
277.0,Estrato 2,No,Si,URBANO,N,Primaria completa
197.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
204.0,Estrato 1,No,No,URBANO,N,Primaria completa
291.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
235.0,Estrato 3,Si,No,URBANO,N,Primaria completa
288.0,Sin Estrato,Si,No,RURAL,N,Secundaria (Bachillerato) completa
248.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
248.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
215.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
282.0,Estrato 2,Si,No,URBANO,N,Primaria incompleta
265.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
308.0,Estrato 4,Si,Si,RURAL,S,Educación profesional completa
244.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
407.0,Estrato 5,Si,Si,RURAL,S,Postgrado
288.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
367.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
322.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
257.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
331.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
315.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
364.0,Estrato 4,Si,Si,RURAL,N,No sabe
316.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica incompleta
178.0,Estrato 3,Si,Si,URBANO,N,No sabe
265.0,Estrato 5,Si,Si,URBANO,S,Postgrado
180.0,Estrato 3,No,Si,URBANO,N,Primaria completa
310.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
247.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
190.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
233.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
316.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
255.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
242.0,Estrato 4,Si,Si,URBANO,N,Primaria incompleta
270.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
278.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
205.0,Estrato 3,No,No,RURAL,N,Primaria incompleta
312.0,Estrato 3,Si,Si,URBANO,N,Postgrado
262.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
323.0,Estrato 2,Si,No,URBANO,N,Primaria incompleta
246.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
299.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
337.0,Estrato 5,Si,Si,RURAL,N,Educación profesional completa
270.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
372.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
332.0,Estrato 2,No,Si,URBANO,N,Técnica o tecnológica incompleta
225.0,Estrato 6,Si,No,URBANO,N,Educación profesional completa
311.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
268.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
288.0,Estrato 2,Si,Si,RURAL,N,Primaria incompleta
258.0,Estrato 1,No,No,RURAL,N,Secundaria (Bachillerato) incompleta
244.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) completa
191.0,Estrato 1,No,Si,URBANO,N,Primaria incompleta
250.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
341.0,Estrato 2,Si,Si,URBANO,N,Educación profesional incompleta
336.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) completa
296.0,Estrato 2,No,Si,URBANO,N,Educación profesional completa
245.0,Estrato 2,No,Si,URBANO,N,Primaria completa
343.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
264.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
285.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
288.0,Estrato 2,No,No,URBANO,N,Primaria completa
200.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
262.0,Estrato 2,Si,No,URBANO,N,Técnica o tecnológica completa
240.0,Estrato 2,No,Si,RURAL,N,Primaria completa
288.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
207.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
217.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
197.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
273.0,Estrato 2,No,Si,URBANO,N,Primaria incompleta
255.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
278.0,Estrato 2,No,No,URBANO,N,Primaria completa
307.0,Estrato 2,Si,No,URBANO,N,Educación profesional completa
287.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
280.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
262.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
250.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
262.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
327.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
228.0,Estrato 2,No,No,RURAL,N,Secundaria (Bachillerato) incompleta
290.0,Estrato 4,Si,Si,RURAL,N,Educación profesional completa
265.0,Estrato 2,No,No,URBANO,N,Primaria completa
237.0,Estrato 3,Si,Si,URBANO,N,Primaria incompleta
347.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
188.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
268.0,Estrato 2,No,Si,RURAL,N,Primaria incompleta
225.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
206.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
278.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) completa
223.0,Estrato 1,Si,No,RURAL,N,Secundaria (Bachillerato) completa
367.0,Estrato 5,Si,Si,RURAL,N,Técnica o tecnológica completa
289.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
312.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
268.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
308.0,Estrato 2,Si,Si,RURAL,N,Educación profesional incompleta
267.0,Estrato 1,No,Si,URBANO,N,Primaria incompleta
303.0,Estrato 3,No,Si,URBANO,N,Primaria completa
285.0,Estrato 1,Si,No,URBANO,N,Primaria completa
205.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
289.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
246.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
315.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
313.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
192.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
298.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica incompleta
337.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
234.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
236.0,Estrato 2,No,No,URBANO,N,Primaria completa
273.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
324.0,Estrato 2,Si,Si,RURAL,N,Primaria incompleta
316.0,Estrato 3,No,No,RURAL,N,No sabe
231.0,Estrato 2,No,Si,RURAL,N,Técnica o tecnológica completa
220.0,Estrato 1,No,No,URBANO,N,Primaria completa
311.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
265.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
254.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
270.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
160.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
195.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
253.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
320.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
243.0,Estrato 1,Si,No,URBANO,N,Educación profesional completa
385.0,Estrato 4,Si,Si,URBANO,N,Postgrado
305.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
248.0,Estrato 2,No,No,RURAL,N,Primaria incompleta
244.0,Estrato 3,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
193.0,Estrato 3,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
275.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
273.0,Estrato 3,Si,Si,URBANO,N,Primaria completa
252.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
248.0,Estrato 2,No,No,URBANO,N,Primaria completa
319.0,Estrato 1,Si,Si,RURAL,N,Primaria completa
258.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
206.0,Estrato 2,Si,No,URBANO,N,Primaria incompleta
194.0,Estrato 4,No,No,URBANO,N,Primaria completa
218.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
316.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
328.0,Estrato 2,Si,Si,RURAL,N,Educación profesional completa
177.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
270.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
325.0,Estrato 2,Si,Si,RURAL,N,Educación profesional incompleta
331.0,Estrato 4,Si,Si,URBANO,N,Educación profesional completa
229.0,Estrato 1,Si,No,URBANO,N,No sabe
260.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
297.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica incompleta
262.0,Sin Estrato,No,No,URBANO,N,Primaria incompleta
258.0,Estrato 3,Si,Si,URBANO,N,Primaria incompleta
394.0,Estrato 3,Si,Si,URBANO,N,Postgrado
277.0,Estrato 1,Si,No,URBANO,N,Técnica o tecnológica completa
255.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
262.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
281.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
248.0,Estrato 2,No,Si,RURAL,N,Primaria completa
274.0,Estrato 4,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
236.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
280.0,Estrato 4,Si,Si,URBANO,N,Educación profesional completa
288.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
285.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
298.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
245.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
264.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
290.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
170.0,Estrato 2,Si,No,RURAL,N,Secundaria (Bachillerato) completa
283.0,Estrato 3,No,No,URBANO,N,Educación profesional completa
229.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
355.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
218.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
233.0,Estrato 3,Si,No,URBANO,N,Técnica o tecnológica incompleta
226.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
227.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) completa
225.0,Sin Estrato,No,No,URBANO,N,Educación profesional incompleta
215.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
316.0,Estrato 4,Si,Si,RURAL,N,Educación profesional completa
225.0,Estrato 3,Si,No,URBANO,N,Técnica o tecnológica completa
232.0,Estrato 2,Si,Si,RURAL,N,Primaria incompleta
350.0,Estrato 2,Si,Si,RURAL,N,Técnica o tecnológica completa
213.0,Estrato 5,No,No,RURAL,N,Primaria incompleta
324.0,Estrato 6,Si,Si,RURAL,N,Educación profesional completa
257.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
276.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
342.0,Estrato 3,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
227.0,Estrato 2,Si,Si,URBANO,N,Ninguno
195.0,Estrato 3,No,Si,URBANO,N,Secundaria (Bachillerato) completa
185.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
228.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
215.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
209.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
296.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
245.0,Estrato 3,No,No,RURAL,N,Secundaria (Bachillerato) incompleta
305.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
266.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
254.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica completa
290.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
249.0,Estrato 2,Si,No,URBANO,N,Primaria incompleta
232.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
247.0,Sin Estrato,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
268.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
173.0,Estrato 2,Si,Si,RURAL,N,Primaria completa
308.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
247.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
219.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
325.0,Estrato 2,No,Si,RURAL,N,No sabe
226.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
272.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
239.0,Estrato 1,No,No,URBANO,N,Ninguno
305.0,Estrato 1,No,No,URBANO,N,Primaria completa
217.0,Estrato 2,Si,No,RURAL,N,Primaria completa
275.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
189.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
213.0,Estrato 2,No,No,RURAL,N,Primaria incompleta
285.0,Estrato 4,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
299.0,Estrato 1,No,Si,URBANO,N,Primaria completa
221.0,Estrato 1,No,Si,URBANO,N,Primaria incompleta
268.0,Estrato 4,Si,Si,URBANO,N,Educación profesional completa
273.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
247.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
225.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
214.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
263.0,Estrato 3,No,Si,URBANO,N,Secundaria (Bachillerato) completa
259.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
270.0,Estrato 4,Si,Si,URBANO,N,Educación profesional completa
147.0,Estrato 2,Si,Si,RURAL,N,Primaria incompleta
317.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
269.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
296.0,Estrato 1,No,Si,URBANO,N,Primaria completa
320.0,Estrato 2,Si,Si,RURAL,N,Técnica o tecnológica incompleta
297.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
278.0,Estrato 1,No,Si,RURAL,N,Primaria incompleta
317.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
231.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
313.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
214.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
277.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
312.0,Estrato 1,No,No,RURAL,N,Secundaria (Bachillerato) incompleta
258.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
265.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
191.0,Estrato 2,No,No,RURAL,N,Primaria completa
308.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
254.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
182.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
317.0,Estrato 3,Si,Si,URBANO,N,Educación profesional incompleta
343.0,Estrato 3,Si,Si,RURAL,N,Técnica o tecnológica incompleta
197.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
231.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
265.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
289.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
342.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica incompleta
323.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
260.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
258.0,Estrato 3,Si,Si,RURAL,N,Primaria completa
179.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
251.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
298.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
276.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
350.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
220.0,Estrato 4,Si,Si,URBANO,N,Educación profesional completa
260.0,Estrato 2,No,Si,URBANO,N,Educación profesional incompleta
262.0,Estrato 3,No,Si,RURAL,N,Secundaria (Bachillerato) incompleta
197.0,Estrato 2,No,No,URBANO,N,Primaria completa
345.0,Estrato 4,Si,Si,RURAL,S,Secundaria (Bachillerato) completa
257.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
210.0,Estrato 1,Si,No,URBANO,N,Técnica o tecnológica completa
294.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
190.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
288.0,Estrato 2,No,Si,RURAL,N,Primaria completa
334.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
287.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
265.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
294.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
260.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
244.0,Estrato 1,Si,Si,URBANO,N,Primaria incompleta
253.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
305.0,Estrato 1,No,No,RURAL,N,Educación profesional incompleta
261.0,Estrato 2,No,No,URBANO,N,Técnica o tecnológica completa
272.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
247.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) completa
211.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
240.0,Estrato 1,No,Si,URBANO,N,Ninguno
297.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
263.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
231.0,Estrato 3,Si,Si,URBANO,N,Primaria incompleta
205.0,Estrato 1,No,No,RURAL,N,Secundaria (Bachillerato) incompleta
323.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
225.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
237.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
221.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
281.0,Estrato 2,No,Si,RURAL,N,Secundaria (Bachillerato) completa
187.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
209.0,Estrato 3,Si,No,URBANO,N,Técnica o tecnológica completa
230.0,Estrato 3,Si,No,URBANO,N,Primaria incompleta
182.0,Estrato 1,No,No,URBANO,N,Primaria completa
260.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
178.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
294.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
315.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica incompleta
297.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
260.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
241.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
249.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
203.0,Estrato 5,Si,Si,URBANO,N,Educación profesional incompleta
245.0,Estrato 1,No,No,URBANO,N,Primaria completa
309.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
236.0,Estrato 1,No,Si,URBANO,N,Primaria incompleta
310.0,Estrato 1,No,No,RURAL,N,Primaria completa
243.0,Estrato 3,Si,Si,URBANO,N,No sabe
197.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
268.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
321.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
252.0,Sin Estrato,No,Si,URBANO,N,Primaria incompleta
258.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
367.0,Estrato 4,Si,Si,RURAL,S,Postgrado
319.0,Estrato 1,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
298.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
283.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
300.0,Estrato 6,Si,Si,RURAL,S,Educación profesional completa
197.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
273.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
236.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
261.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
358.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
277.0,Estrato 1,No,Si,URBANO,N,Técnica o tecnológica completa
262.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
217.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
209.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
327.0,Estrato 3,Si,No,URBANO,N,Educación profesional completa
225.0,Estrato 2,No,No,RURAL,N,Primaria completa
229.0,Estrato 1,Si,No,RURAL,N,Secundaria (Bachillerato) incompleta
322.0,Estrato 3,Si,Si,RURAL,N,Educación profesional completa
306.0,Estrato 2,No,No,RURAL,N,Secundaria (Bachillerato) completa
220.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
210.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
279.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
248.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
202.0,Estrato 1,No,Si,URBANO,N,Primaria incompleta
254.0,Estrato 2,No,No,RURAL,N,Primaria completa
264.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
291.0,Estrato 2,No,No,RURAL,N,Secundaria (Bachillerato) completa
